std_dev_out_c,std_dev_in_c,avg_out_c,avg_in_c,in_pack_num_c,out_pack_num_c,in_pack_ratio_c,out_pack_ratio_c,total_pack_num_c,total_pack_sum_c,in_pack_sum_c,out_pack_sum_c,sum_med_c,std_dev_med_c,avg_med_c,sum_burst_med_c,avg_burst_med_c,std_burst_med_c,in_num_30_c,out_num_30_c,in_sum_30_c,out_sum_30_c,total_sum_pack_per_sec_c,total_num_pack_per_sec_c
10502.559,1702.914,-10875.259,888.755,92,1147,0.074,0.926,1239,-540160,47104,-587264,481.82,11.314,4.503,39914.185,373.03,1202.88,0.4,0.633,-1.714,2.714,-160.912,0.369
11315.328,908.868,-11766.34,894.38,276,3654,0.07,0.93,3930,-1729536,141312,-1870848,1985.76,1.47,6.264,352819.92,1112.997,785.826,0.367,0.667,-1.222,2.222,-69.257,0.157
10327.181,1590.732,-11624.421,1051.126,310,3451,0.082,0.918,3761,-1608192,158720,-1766912,2945.985,5.214,9.723,522223.015,1723.508,1873.59,0.367,0.667,-1.222,2.222,-45.662,0.107
9538.751,3442.34,-12358.137,1197.021,339,3524,0.088,0.912,3863,-1630720,173568,-1804288,1389.815,1.217,4.776,225981.92,776.57,551.024,0.367,0.667,-1.222,2.222,-85.122,0.202
10548.402,607.19,-12101.51,798.72,234,3569,0.062,0.938,3803,-1707520,119808,-1827328,2180.93,2.222,7.246,381102.49,1266.121,949.529,0.367,0.667,-1.222,2.222,-61.042,0.136
10504.547,1005.466,-11951.071,980.779,295,3618,0.075,0.925,3913,-1701376,151040,-1852416,2640.965,2.581,8.547,474281.58,1534.892,1109.25,0.367,0.667,-1.222,2.222,-49.317,0.113
9149.442,2188.389,-12524.844,1125.699,321,3596,0.082,0.918,3917,-1676800,164352,-1841152,1781.605,4.965,6.081,324095.84,1106.129,1610.94,0.4,0.633,-1.714,2.714,-77.715,0.182
10582.256,749.911,-11856.842,869.053,258,3520,0.068,0.932,3778,-1670144,132096,-1802240,2349.865,2.458,7.73,418483.85,1376.592,1032.372,0.4,0.633,-1.714,2.714,-55.617,0.126
9493.106,2092.101,-13026.792,913.297,264,3791,0.065,0.935,4055,-1805824,135168,-1940992,1582.425,1.965,5.328,279401.115,940.744,781.23,0.4,0.633,-1.714,2.714,-78.293,0.176
9295.66,2292.011,-12556.709,1133.714,310,3458,0.082,0.918,3768,-1611776,158720,-1770496,1460.87,4.98,5.199,262118.455,932.806,1511.043,0.367,0.667,-1.222,2.222,-93.471,0.219
9740.87,2437.846,-12092.331,1398.154,426,3708,0.103,0.897,4134,-1680384,218112,-1898496,1863.77,3.998,5.955,354756.81,1133.408,1420.43,0.4,0.633,-1.714,2.714,-71.072,0.175
11151.336,1555.655,-11214.352,971.248,313,3614,0.08,0.92,3927,-1690112,160256,-1850368,2789.85,2.665,8.454,538143.205,1630.737,1249.424,0.367,0.667,-1.222,2.222,-50.926,0.118
10759.363,1764.171,-12603.077,944.552,214,2880,0.069,0.931,3094,-1364992,109568,-1474560,1230.89,1.344,5.283,160025.655,686.805,479.36,0.367,0.667,-1.222,2.222,-79.973,0.181
9719.013,868.73,-11431.447,940.277,292,3550,0.076,0.924,3842,-1668096,149504,-1817600,2591.72,2.713,8.15,488020.365,1534.655,1163.886,0.4,0.633,-1.714,2.714,-52.535,0.121
9873.308,2755.884,-11949.021,1280.0,360,3384,0.096,0.904,3744,-1548288,184320,-1732608,1549.465,1.836,5.361,258142.95,893.228,729.768,0.433,0.6,-2.6,3.6,-75.623,0.183
9656.323,971.832,-11768.686,828.777,225,3218,0.065,0.935,3443,-1532416,115200,-1647616,4161.815,7.409,14.917,744281.465,2667.676,2294.774,0.433,0.6,-2.6,3.6,-27.249,0.061
11668.295,1124.59,-13090.993,805.101,217,3554,0.058,0.942,3771,-1708544,111104,-1819648,1815.13,1.496,6.553,277185.585,1000.67,703.68,0.4,0.633,-1.714,2.714,-67.283,0.149
9431.16,742.572,-11802.256,802.684,243,3596,0.063,0.937,3839,-1716736,124416,-1841152,6721.895,11.393,21.614,1358942.66,4369.591,3885.354,0.367,0.667,-1.222,2.222,-19.762,0.044
10820.374,577.077,-12370.441,730.803,167,2851,0.055,0.945,3018,-1374208,85504,-1459712,3731.945,6.645,15.881,541240.78,2303.152,1912.325,0.4,0.633,-1.714,2.714,-26.962,0.059
10425.279,1367.28,-12217.263,1030.737,306,3627,0.078,0.922,3933,-1700352,156672,-1857024,1709.365,1.586,5.623,298737.39,982.689,726.693,0.367,0.667,-1.222,2.222,-74.535,0.172
12084.322,753.368,-11858.286,857.946,186,2594,0.067,0.933,2780,-1232896,95232,-1328128,1103.065,9.57,4.946,171363.72,768.447,2163.492,0.4,0.633,-1.714,2.714,-120.554,0.272
9425.354,1523.199,-10093.268,1221.89,389,3233,0.107,0.893,3622,-1456128,199168,-1655296,1897.995,1.388,5.804,346951.06,1061.012,722.602,0.333,0.7,-0.909,1.909,-67.014,0.167
9155.019,1532.61,-9875.831,1078.468,297,2739,0.098,0.902,3036,-1250304,152064,-1402368,3063.685,3.701,10.826,515081.725,1820.077,1349.81,0.267,0.767,-0.533,1.533,-35.847,0.087
8915.138,2339.883,-11444.932,1489.455,384,2973,0.114,0.886,3357,-1325568,196608,-1522176,1108.68,1.227,4.184,169090.035,638.076,453.48,0.267,0.767,-0.533,1.533,-90.572,0.229
10283.708,2751.4,-11465.915,1488.794,410,3180,0.114,0.886,3590,-1418240,209920,-1628160,913.31,1.222,3.227,151611.025,535.728,449.219,0.267,0.767,-0.533,1.533,-117.044,0.296
9406.103,1674.236,-9769.109,1229.547,329,2614,0.112,0.888,2943,-1169920,168448,-1338368,1741.9,3.543,6.357,282723.05,1031.836,1121.245,0.267,0.767,-0.533,1.533,-60.209,0.151
9415.854,1039.484,-14027.316,775.442,521,9452,0.052,0.948,9973,-4572672,266752,-4839424,6429.775,2.651,9.332,2562688.755,3719.432,2707.87,0.333,0.7,-0.909,1.909,-47.363,0.103
9332.053,1809.495,-10799.206,1305.6,357,2974,0.107,0.893,3331,-1339904,182784,-1522688,1279.22,1.541,4.552,209141.725,744.277,584.45,0.3,0.733,-0.692,1.692,-85.426,0.212
8439.874,1714.078,-10704.53,1303.893,382,3157,0.108,0.892,3539,-1420800,195584,-1616384,2794.875,3.284,9.285,503551.87,1672.93,1315.379,0.267,0.767,-0.533,1.533,-41.42,0.103
10272.825,1723.373,-10402.254,1383.489,381,2885,0.117,0.883,3266,-1282048,195072,-1477120,1116.15,1.001,3.944,178544.065,630.898,447.397,0.3,0.733,-0.692,1.692,-95.679,0.244
8783.323,1499.161,-10983.708,1283.765,341,2939,0.104,0.896,3280,-1330176,174592,-1504768,3804.045,6.723,13.934,649230.705,2378.134,2174.027,0.267,0.767,-0.533,1.533,-28.584,0.07
9533.869,2513.348,-11100.919,1459.582,382,2927,0.115,0.885,3309,-1303040,195584,-1498624,1600.935,1.914,5.951,250492.415,931.199,709.285,0.267,0.767,-0.533,1.533,-64.912,0.165
9916.624,1832.451,-10912.427,1266.347,371,3197,0.104,0.896,3568,-1446912,189952,-1636864,2535.3,3.574,8.451,439067.345,1463.558,1339.971,0.3,0.733,-0.692,1.692,-46.652,0.115
8330.307,1963.186,-7652.693,1365.333,200,1121,0.151,0.849,1321,-471552,102400,-573952,3417.935,14.635,22.786,348076.135,2320.508,2268.581,0.3,0.733,-0.692,1.692,-13.641,0.038
9787.869,1382.988,-10379.636,1253.147,350,2899,0.108,0.892,3249,-1305088,179200,-1484288,1502.96,1.465,5.255,245003.51,856.656,599.494,0.333,0.7,-0.909,1.909,-72.985,0.182
9350.685,2160.374,-10927.65,1479.529,393,2924,0.118,0.882,3317,-1295872,201216,-1497088,1526.16,1.297,5.59,231018.59,846.222,567.64,0.267,0.767,-0.533,1.533,-67.224,0.172
9831.29,2867.799,-11662.656,1551.634,397,2984,0.117,0.883,3381,-1324544,203264,-1527808,1978.6,1.925,7.552,290264.43,1107.88,740.906,0.3,0.733,-0.692,1.692,-49.94,0.127
8605.032,1505.13,-10224.602,1256.727,324,2656,0.109,0.891,2980,-1193984,165888,-1359872,1579.53,2.086,5.96,248341.565,937.138,722.12,0.3,0.733,-0.692,1.692,-65.253,0.163
9313.686,1629.907,-13729.125,884.513,539,8393,0.06,0.94,8932,-4021248,275968,-4297216,6416.335,2.708,10.266,2285942.275,3657.508,2569.385,0.3,0.733,-0.692,1.692,-42.512,0.094
9834.147,1899.534,-14497.928,883.239,571,9401,0.057,0.943,9972,-4520960,292352,-4813312,5569.165,2.008,8.4,2073769.365,3127.857,2100.484,0.367,0.667,-1.222,2.222,-52.009,0.115
6254.006,1827.151,-6136.58,1536.0,204,827,0.198,0.802,1031,-318976,104448,-423424,966.03,13.954,7.051,101565.13,741.351,1901.701,0.3,0.733,-0.692,1.692,-72.265,0.234
9482.955,714.898,-12199.809,743.385,302,4980,0.057,0.943,5282,-2395136,154624,-2549760,2230.34,2.96,5.349,574813.76,1378.45,1461.439,0.267,0.767,-0.533,1.533,-88.781,0.196
10007.421,858.207,-12435.741,778.24,304,4882,0.059,0.941,5186,-2343936,155648,-2499584,3143.05,3.009,7.838,749096.825,1868.072,1593.916,0.267,0.767,-0.533,1.533,-58.529,0.129
9430.595,845.477,-12030.775,800.0,325,4911,0.062,0.938,5236,-2348032,166400,-2514432,3755.825,4.445,9.007,989257.015,2372.319,2129.296,0.267,0.767,-0.533,1.533,-52.422,0.117
11231.692,840.83,-12467.2,796.16,311,4870,0.06,0.94,5181,-2334208,159232,-2493440,2347.29,3.7,5.868,577733.745,1444.334,1695.672,0.3,0.733,-0.692,1.692,-79.938,0.177
9680.771,536.765,-11930.566,708.55,292,4940,0.056,0.944,5232,-2379776,149504,-2529280,7696.71,5.002,18.196,1867571.01,4415.061,3247.016,0.267,0.767,-0.533,1.533,-25.333,0.056
9548.49,623.76,-12127.227,720.777,290,4903,0.056,0.944,5193,-2361856,148480,-2510336,4459.02,3.228,10.797,1059115.15,2564.443,1975.383,0.3,0.733,-0.692,1.692,-42.022,0.092
9833.823,691.122,-12013.037,769.191,323,5068,0.06,0.94,5391,-2429440,165376,-2594816,5392.315,3.765,12.511,1335989.48,3099.744,2429.824,0.267,0.767,-0.533,1.533,-37.025,0.082
9773.858,881.723,-11919.848,823.12,336,4889,0.064,0.936,5225,-2331136,172032,-2503168,4762.085,4.358,11.365,1198855.485,2861.23,2381.139,0.3,0.733,-0.692,1.692,-40.058,0.09
10458.742,833.377,-12451.025,780.8,305,4888,0.059,0.941,5193,-2346496,156160,-2502656,2592.925,3.038,6.466,644469.725,1607.156,1490.912,0.3,0.733,-0.692,1.692,-71.766,0.159
9566.679,801.219,-12313.347,761.632,299,4858,0.058,0.942,5157,-2334208,153088,-2487296,3929.685,3.594,9.751,946042.2,2347.499,1926.08,0.3,0.733,-0.692,1.692,-46.727,0.103
9783.41,692.143,-11497.345,732.729,322,5075,0.06,0.94,5397,-2433536,164864,-2598400,2939.015,3.614,6.517,852253.05,1889.696,1810.639,0.267,0.767,-0.533,1.533,-72.79,0.161
10770.005,754.24,-12409.663,759.085,298,4896,0.057,0.943,5194,-2354176,152576,-2506752,2384.205,2.811,5.916,590266.69,1464.682,1373.27,0.267,0.767,-0.533,1.533,-78.766,0.174
9533.744,807.721,-11887.094,812.891,335,4922,0.064,0.936,5257,-2348544,171520,-2520064,3993.205,4.13,9.44,1046694.12,2474.454,2057.027,0.267,0.767,-0.533,1.533,-48.289,0.108
11022.639,624.764,-11792.748,757.183,315,4929,0.06,0.94,5244,-2362368,161280,-2523648,2783.0,2.647,6.518,706134.63,1653.711,1485.223,0.3,0.733,-0.692,1.692,-70.936,0.157
9085.373,633.097,-12173.693,748.86,313,5112,0.058,0.942,5425,-2457088,160256,-2617344,3680.085,4.062,8.578,992691.84,2313.967,2064.519,0.333,0.7,-0.909,1.909,-53.721,0.119
9378.008,786.51,-11874.093,795.643,331,4963,0.063,0.937,5294,-2371584,169472,-2541056,4946.425,3.756,11.584,1223689.36,2865.783,2241.502,0.3,0.733,-0.692,1.692,-39.277,0.088
9815.638,626.401,-11914.313,753.371,309,4910,0.059,0.941,5219,-2355712,158208,-2513920,3007.345,3.336,7.143,775451.225,1841.927,1690.622,0.3,0.733,-0.692,1.692,-64.381,0.143
9981.95,761.085,-12003.828,745.846,303,4900,0.058,0.942,5203,-2353664,155136,-2508800,3895.53,3.171,9.342,934665.535,2241.404,1860.64,0.333,0.7,-0.909,1.909,-49.016,0.108
10083.292,750.988,-12245.333,771.783,306,4879,0.059,0.941,5185,-2341376,156672,-2498048,2179.18,2.874,5.354,545649.01,1340.661,1383.4,0.333,0.7,-0.909,1.909,-87.855,0.195
9792.423,534.531,-11378.798,703.423,305,4956,0.058,0.942,5261,-2381312,156160,-2537472,5963.48,4.387,13.401,1552079.195,3487.818,2715.091,0.3,0.733,-0.692,1.692,-34.551,0.076
9806.983,747.334,-12167.529,771.821,101,1616,0.059,0.941,1717,-775680,51712,-827392,719.03,1.85,5.326,56945.14,421.816,323.504,0.333,0.7,-0.909,1.909,-80.35,0.178
9286.093,622.757,-10006.894,763.803,182,2404,0.07,0.93,2586,-1137664,93184,-1230848,2150.185,2.17,8.776,296339.925,1209.551,874.898,0.333,0.7,-0.909,1.909,-51.653,0.117
9196.296,811.57,-9868.8,808.874,188,2313,0.075,0.925,2501,-1088000,96256,-1184256,2131.345,2.697,8.918,296743.94,1241.606,941.861,0.333,0.7,-0.909,1.909,-50.82,0.117
8963.172,711.018,-9646.73,800.508,197,2374,0.077,0.923,2571,-1114624,100864,-1215488,1369.74,1.797,5.435,202887.955,805.111,598.996,0.333,0.7,-0.909,1.909,-79.566,0.184
9088.19,778.758,-9653.677,784.516,190,2338,0.075,0.925,2528,-1099776,97280,-1197056,1757.915,2.167,7.088,253688.685,1022.938,787.07,0.333,0.7,-0.909,1.909,-65.167,0.15
9748.04,903.728,-10069.333,836.267,196,2360,0.077,0.923,2556,-1107968,100352,-1208320,1073.85,1.382,4.474,149518.235,622.993,489.004,0.333,0.7,-0.909,1.909,-101.676,0.235
9671.142,901.209,-10575.292,896.0,196,2334,0.077,0.923,2530,-1094656,100352,-1195008,1492.845,2.437,6.635,201207.665,894.256,702.542,0.333,0.7,-0.909,1.909,-67.842,0.157
8648.521,706.683,-9719.607,829.355,196,2316,0.078,0.922,2512,-1085440,100352,-1185792,2473.08,5.716,10.177,388503.26,1598.779,1560.184,0.367,0.667,-1.222,2.222,-45.751,0.106
8522.259,613.843,-9447.619,796.444,196,2325,0.078,0.922,2521,-1090048,100352,-1190400,1386.945,1.587,5.504,200198.02,794.437,610.732,0.333,0.7,-0.909,1.909,-81.394,0.188
9639.694,581.347,-9349.039,774.047,192,2319,0.076,0.924,2511,-1089024,98304,-1187328,2921.755,4.32,11.503,445099.22,1752.359,1433.24,0.333,0.7,-0.909,1.909,-39.39,0.091
9174.047,682.87,-9728.0,832.52,200,2337,0.079,0.921,2537,-1094144,102400,-1196544,1149.045,1.881,4.671,171652.89,697.776,599.661,0.367,0.667,-1.222,2.222,-99.277,0.23
10255.475,685.047,-10183.111,831.453,190,2327,0.075,0.925,2517,-1094144,97280,-1191424,1969.145,2.457,8.415,265014.305,1132.54,854.565,0.333,0.7,-0.909,1.909,-53.584,0.123
9082.205,763.627,-10410.667,874.478,193,2318,0.077,0.923,2511,-1088000,98816,-1186816,2030.1,4.772,8.943,297910.84,1312.383,1240.216,0.333,0.7,-0.909,1.909,-51.935,0.12
9857.953,861.365,-12224.0,790.684,122,1910,0.06,0.94,2032,-915456,62464,-977920,980.385,3.06,6.166,93672.61,589.136,585.155,0.367,0.667,-1.222,2.222,-73.188,0.162
9252.569,765.994,-9941.333,823.467,193,2330,0.076,0.924,2523,-1094144,98816,-1192960,1310.515,1.967,5.46,187497.035,781.238,629.288,0.333,0.7,-0.909,1.909,-83.757,0.193
9295.254,772.936,-10332.69,845.913,190,2341,0.075,0.925,2531,-1101312,97280,-1198592,3099.165,5.85,13.416,445446.205,1928.339,1559.518,0.333,0.7,-0.909,1.909,-33.983,0.078
8914.27,612.288,-9493.829,812.0,203,2392,0.078,0.922,2595,-1120768,103936,-1224704,1472.11,1.941,5.728,219784.31,855.192,716.175,0.333,0.7,-0.909,1.909,-79.251,0.183
8762.66,705.107,-9531.392,835.584,204,2327,0.081,0.919,2531,-1086976,104448,-1191424,1761.88,2.713,7.048,264352.64,1057.411,906.738,0.333,0.7,-0.909,1.909,-65.338,0.152
9069.496,717.761,-9958.4,860.504,200,2334,0.079,0.921,2534,-1092608,102400,-1195008,1602.645,1.505,6.706,212487.19,889.068,634.584,0.367,0.667,-1.222,2.222,-65.689,0.152
9792.43,757.96,-11402.971,756.87,102,1559,0.061,0.939,1661,-745984,52224,-798208,626.52,10.054,4.507,63367.82,455.884,1403.777,0.333,0.7,-0.909,1.909,-141.879,0.316
9905.868,1156.773,-10192.271,932.103,213,2349,0.083,0.917,2562,-1093632,109056,-1202688,2013.535,3.925,8.568,295665.7,1258.152,1110.689,0.4,0.633,-1.714,2.714,-50.957,0.119
9830.339,923.086,-9200.485,830.061,214,2372,0.083,0.917,2586,-1104896,109568,-1214464,1855.72,2.141,7.029,282408.385,1069.729,778.219,0.4,0.633,-1.714,2.714,-60.481,0.142
11001.635,847.758,-10171.733,891.733,209,2384,0.081,0.919,2593,-1113600,107008,-1220608,1083.415,1.71,4.514,155880.16,649.501,529.206,0.4,0.633,-1.714,2.714,-96.263,0.224
10011.693,1019.489,-9740.387,890.797,214,2359,0.083,0.917,2573,-1098240,109568,-1207808,1362.07,1.758,5.514,195900.445,793.119,614.768,0.4,0.633,-1.714,2.714,-78.564,0.184
9676.887,824.643,-10848.865,889.018,191,2352,0.075,0.925,2543,-1106432,97792,-1204224,1758.445,2.099,7.957,220004.095,995.494,716.479,0.4,0.633,-1.714,2.714,-54.385,0.125
9589.779,942.918,-9803.541,868.721,207,2336,0.081,0.919,2543,-1090048,105984,-1196032,2009.42,3.435,8.235,302082.21,1238.042,1008.748,0.433,0.6,-2.6,3.6,-53.76,0.125
9555.755,777.52,-9777.548,871.226,211,2368,0.082,0.918,2579,-1104384,108032,-1212416,1494.12,1.807,6.025,212594.435,857.236,636.633,0.4,0.633,-1.714,2.714,-71.334,0.167
9962.317,764.379,-9670.194,886.634,213,2342,0.083,0.917,2555,-1090048,109056,-1199104,1335.495,1.665,5.407,190440.605,771.015,563.958,0.4,0.633,-1.714,2.714,-78.68,0.184
8957.242,649.911,-9584.0,828.0,207,2396,0.08,0.92,2603,-1120768,105984,-1226752,1888.525,2.391,7.377,281715.975,1100.453,863.106,0.4,0.633,-1.714,2.714,-59.59,0.138
9033.754,981.853,-9912.656,830.951,198,2362,0.077,0.923,2560,-1107968,101376,-1209344,1781.145,2.269,7.3,252141.13,1033.365,756.928,0.4,0.633,-1.714,2.714,-59.171,0.137
9124.386,784.617,-9543.68,856.064,209,2330,0.082,0.918,2539,-1085952,107008,-1192960,1459.285,1.791,5.837,210804.655,843.219,637.943,0.4,0.633,-1.714,2.714,-73.957,0.173
9741.285,854.987,-9690.839,857.496,206,2347,0.081,0.919,2553,-1096192,105472,-1201664,1644.47,1.872,6.658,232264.375,940.342,701.844,0.4,0.633,-1.714,2.714,-65.503,0.153
9134.159,829.134,-9524.825,892.928,218,2344,0.085,0.915,2562,-1088512,111616,-1200128,10129.555,8.353,40.357,1355506.05,5400.423,3324.592,0.433,0.6,-2.6,3.6,-10.215,0.024
9929.485,826.652,-9828.721,846.281,200,2342,0.079,0.921,2542,-1096704,102400,-1199104,1366.63,1.852,5.624,194766.535,801.508,627.467,0.4,0.633,-1.714,2.714,-78.992,0.183
9016.053,799.67,-9536.0,828.0,207,2384,0.08,0.92,2591,-1114624,105984,-1220608,1946.915,2.38,7.605,289359.515,1130.311,873.589,0.4,0.633,-1.714,2.714,-57.825,0.134
9718.975,963.575,-9798.764,902.295,215,2354,0.084,0.916,2569,-1095168,110080,-1205248,2514.12,3.22,10.262,357408.465,1458.81,1095.61,0.433,0.6,-2.6,3.6,-42.062,0.099
6218.767,894.984,-5184.0,938.667,44,243,0.153,0.847,287,-101888,22528,-124416,1559.95,12.4,32.499,44314.375,923.216,679.519,0.4,0.633,-1.714,2.714,-9.059,0.026
8840.293,1020.632,-10039.467,907.832,211,2353,0.082,0.918,2564,-1096704,108032,-1204736,1974.34,2.536,8.261,274127.005,1146.975,840.318,0.4,0.633,-1.714,2.714,-51.249,0.12
10090.375,742.062,-9420.0,848.0,212,2355,0.083,0.917,2567,-1097216,108544,-1205760,1574.225,2.308,6.149,240394.845,939.042,775.478,0.433,0.6,-2.6,3.6,-71.866,0.168
9087.133,684.576,-9049.043,818.453,219,2439,0.082,0.918,2658,-1136640,112128,-1248768,1868.02,2.437,6.793,307402.44,1117.827,875.127,0.4,0.633,-1.714,2.714,-63.532,0.149
9946.368,672.264,-9045.333,801.391,36,424,0.078,0.922,460,-198656,18432,-217088,1372.615,15.958,29.205,41345.19,879.685,737.099,0.3,0.733,-0.692,1.692,-12.065,0.028
9361.698,735.641,-9890.729,828.0,207,2492,0.077,0.923,2699,-1169920,105984,-1275904,1110.93,1.388,4.323,167131.115,650.316,510.96,0.3,0.733,-0.692,1.692,-102.561,0.237
9619.599,562.182,-9740.488,799.22,192,2340,0.076,0.924,2532,-1099776,98304,-1198080,1256.005,2.307,5.106,190389.53,773.941,717.31,0.3,0.733,-0.692,1.692,-93.679,0.216
9203.469,755.192,-10451.088,842.761,186,2327,0.074,0.926,2513,-1096192,95232,-1191424,1238.94,2.146,5.458,169224.76,745.484,644.276,0.3,0.733,-0.692,1.692,-85.178,0.195
9348.256,793.465,-10067.899,863.458,199,2340,0.078,0.922,2539,-1096192,101888,-1198080,1612.08,2.991,6.802,236872.055,999.46,879.204,0.3,0.733,-0.692,1.692,-69.175,0.16
9543.193,859.244,-9958.4,861.867,202,2334,0.08,0.92,2536,-1091584,103424,-1195008,708.175,1.28,2.951,104108.925,433.787,389.089,0.3,0.733,-0.692,1.692,-161.72,0.376
9135.919,756.202,-9807.738,839.344,200,2337,0.079,0.921,2537,-1094144,102400,-1196544,1185.935,1.46,4.86,166888.6,683.97,530.984,0.3,0.733,-0.692,1.692,-93.339,0.216
9880.855,641.797,-9802.927,824.195,198,2355,0.078,0.922,2553,-1104384,101376,-1205760,2521.555,4.003,10.25,373762.09,1519.358,1317.038,0.333,0.7,-0.909,1.909,-44.93,0.104
9455.512,691.329,-9444.0,804.0,201,2361,0.078,0.922,2562,-1105920,102912,-1208832,1650.85,2.675,6.449,257179.905,1004.609,891.964,0.3,0.733,-0.692,1.692,-74.197,0.172
9856.631,898.954,-10798.545,870.4,187,2320,0.075,0.925,2507,-1092096,95744,-1187840,2486.86,4.749,11.304,336957.99,1531.627,1238.738,0.3,0.733,-0.692,1.692,-40.034,0.092
8873.289,976.884,-10422.539,885.983,199,2341,0.078,0.922,2540,-1096704,101888,-1198592,1135.755,1.454,4.938,150508.23,654.384,497.836,0.3,0.733,-0.692,1.692,-89.668,0.208
9655.289,938.261,-10191.863,856.276,194,2329,0.077,0.923,2523,-1093120,99328,-1192448,828.685,1.571,3.557,119133.07,511.301,460.393,0.3,0.733,-0.692,1.692,-134.484,0.31
9170.936,623.612,-9863.405,808.198,191,2331,0.076,0.924,2522,-1095680,97792,-1193472,2011.97,3.583,8.314,300015.34,1239.733,1095.105,0.3,0.733,-0.692,1.692,-57.704,0.133
9393.585,896.69,-10413.635,863.722,194,2339,0.077,0.923,2533,-1098240,99328,-1197568,1023.81,1.495,4.451,138972.81,604.23,480.638,0.3,0.733,-0.692,1.692,-101.661,0.234
10651.924,660.587,-9858.098,846.281,200,2349,0.078,0.922,2549,-1100288,102400,-1202688,1282.795,2.113,5.279,188523.165,775.815,683.12,0.3,0.733,-0.692,1.692,-89.332,0.207
9952.856,805.344,-10327.415,843.541,201,2481,0.075,0.925,2682,-1167360,102912,-1270272,1050.945,1.445,4.29,151002.64,616.337,470.439,0.3,0.733,-0.692,1.692,-101.045,0.232
9764.373,1092.47,-9916.416,916.645,222,2421,0.084,0.916,2643,-1125888,113664,-1239552,2307.87,2.379,9.269,324044.905,1301.385,948.32,0.3,0.733,-0.692,1.692,-45.955,0.108
8534.201,709.073,-9529.55,800.0,200,2401,0.077,0.923,2601,-1126912,102400,-1229312,2850.22,4.208,11.09,443297.405,1724.893,1411.135,0.3,0.733,-0.692,1.692,-40.919,0.094
9595.789,915.406,-10624.0,866.133,203,2490,0.075,0.925,2693,-1170944,103936,-1274880,1146.67,1.408,4.778,157896.375,657.902,489.625,0.3,0.733,-0.692,1.692,-91.778,0.211
9557.706,941.291,-10167.467,840.533,197,2383,0.076,0.924,2580,-1119232,100864,-1220096,1616.67,2.554,6.736,233812.785,974.22,805.528,0.3,0.733,-0.692,1.692,-70.299,0.162
9772.374,465.859,-11433.822,727.446,287,4511,0.06,0.94,4798,-2162688,146944,-2309632,3149.385,2.003,7.796,716873.825,1774.44,1254.281,0.4,0.633,-1.714,2.714,-57.549,0.128
11041.48,753.708,-11924.56,764.021,288,4495,0.06,0.94,4783,-2153984,147456,-2301440,5752.235,3.467,14.902,1245279.38,3226.112,2254.85,0.367,0.667,-1.222,2.222,-30.26,0.067
9962.768,760.874,-11728.98,756.185,288,4490,0.06,0.94,4778,-2151424,147456,-2298880,3234.86,1.819,8.273,701681.79,1794.583,1230.741,0.367,0.667,-1.222,2.222,-53.932,0.12
9514.084,789.027,-11895.378,773.333,290,4484,0.061,0.939,4774,-2147328,148480,-2295808,2329.41,1.772,6.05,517431.925,1343.979,991.793,0.367,0.667,-1.222,2.222,-73.075,0.162
9935.672,552.383,-11643.452,734.041,281,4480,0.059,0.941,4761,-2149888,143872,-2293760,4690.475,3.108,11.935,1046444.045,2662.707,1878.587,0.367,0.667,-1.222,2.222,-37.57,0.083
9867.696,631.958,-11815.588,750.756,283,4477,0.059,0.941,4760,-2147328,144896,-2292224,2865.075,2.092,7.403,636858.17,1645.628,1208.634,0.4,0.633,-1.714,2.714,-60.977,0.135
8987.329,619.732,-11432.119,732.16,286,4488,0.06,0.94,4774,-2151424,146432,-2297856,2663.845,1.868,6.643,613945.305,1531.036,1113.843,0.367,0.667,-1.222,2.222,-66.747,0.148
9709.085,516.62,-11301.647,716.296,284,4503,0.059,0.941,4787,-2160128,145408,-2305536,2964.385,1.87,7.284,681775.61,1675.124,1185.288,0.367,0.667,-1.222,2.222,-61.366,0.136
9728.876,658.3,-11930.667,766.66,286,4474,0.06,0.94,4760,-2144256,146432,-2290688,2373.215,2.009,6.196,535245.715,1397.508,1067.911,0.4,0.633,-1.714,2.714,-71.77,0.159
9839.447,499.687,-11603.618,705.939,273,4510,0.057,0.943,4783,-2169344,139776,-2309120,4647.28,3.37,11.706,1065068.24,2682.792,2023.829,0.4,0.633,-1.714,2.714,-38.83,0.086
9602.964,630.368,-11509.76,756.422,294,4496,0.061,0.939,4790,-2151424,150528,-2301952,4949.43,2.572,12.405,1089132.7,2729.656,1864.012,0.4,0.633,-1.714,2.714,-36.009,0.08
10312.603,484.081,-11757.99,742.141,287,4570,0.059,0.941,4857,-2192896,146944,-2339840,2576.5,1.578,6.49,576459.93,1452.04,1020.294,0.433,0.6,-2.6,3.6,-67.913,0.15
9472.384,769.424,-11096.615,749.449,303,4508,0.063,0.937,4811,-2152960,155136,-2308096,2463.4,1.498,5.936,576393.43,1388.9,997.891,0.4,0.633,-1.714,2.714,-75.264,0.168
10481.884,845.684,-12301.474,815.407,301,4565,0.062,0.938,4866,-2183168,154112,-2337280,2857.095,2.367,7.539,631499.805,1666.226,1212.298,0.367,0.667,-1.222,2.222,-58.192,0.13
