std_dev_out_c,std_dev_in_c,avg_out_c,avg_in_c,in_pack_num_c,out_pack_num_c,in_pack_ratio_c,out_pack_ratio_c,total_pack_num_c,total_pack_sum_c,in_pack_sum_c,out_pack_sum_c,sum_med_c,std_dev_med_c,avg_med_c,sum_burst_med_c,avg_burst_med_c,std_burst_med_c,in_num_30_c,out_num_30_c,in_sum_30_c,out_sum_30_c,total_sum_pack_per_sec_c,total_num_pack_per_sec_c
3347.023,358.325,-3392.0,877.714,12,53,0.185,0.815,65,-20992,6144,-27136,35.47,2.411,2.365,378.235,25.216,34.755,0.233,0.8,-0.412,1.412,-121.51,0.376
2620.72,425.717,-3072.0,796.444,14,60,0.189,0.811,74,-23552,7168,-30720,67.385,3.306,3.547,921.64,48.507,59.521,0.2,0.833,-0.316,1.316,-81.186,0.255
3426.074,457.947,-3770.182,1024.0,20,81,0.198,0.802,101,-31232,10240,-41472,79.345,2.329,3.778,1082.24,51.535,46.692,0.267,0.767,-0.533,1.533,-63.165,0.204
2540.887,446.351,-3118.545,921.6,18,67,0.212,0.788,85,-25088,9216,-34304,65.505,2.539,3.119,941.59,44.838,53.266,0.2,0.833,-0.316,1.316,-84.668,0.287
2508.277,356.337,-3413.333,704.0,11,60,0.155,0.845,71,-25088,5632,-30720,40.625,1.641,2.39,457.7,26.924,26.956,0.2,0.833,-0.316,1.316,-111.004,0.314
2274.133,221.703,-3470.222,640.0,10,61,0.141,0.859,71,-26112,5120,-31232,70.08,2.385,4.122,751.825,44.225,40.066,0.2,0.833,-0.316,1.316,-71.069,0.193
3897.904,381.622,-3876.571,853.333,10,53,0.159,0.841,63,-22016,5120,-27136,16.16,0.796,1.243,133.95,10.304,10.072,0.233,0.8,-0.412,1.412,-165.323,0.473
3513.903,391.046,-3803.429,768.0,9,52,0.148,0.852,61,-22016,4608,-26624,33.985,1.486,2.614,271.74,20.903,17.704,0.2,0.833,-0.316,1.316,-93.308,0.259
3337.218,372.957,-3264.0,804.571,11,51,0.177,0.823,62,-20480,5632,-26112,34.845,2.64,2.323,384.47,25.631,37.611,0.2,0.833,-0.316,1.316,-121.529,0.368
3577.276,256.0,-3803.429,768.0,9,52,0.148,0.852,61,-22016,4608,-26624,24.15,0.975,1.858,191.295,14.715,12.583,0.233,0.8,-0.412,1.412,-132.674,0.368
3710.874,459.534,-3876.571,938.667,11,53,0.172,0.828,64,-21504,5632,-27136,14.175,0.749,1.09,119.75,9.212,9.632,0.267,0.767,-0.533,1.533,-175.1,0.521
3577.276,381.622,-3803.429,853.333,10,52,0.161,0.839,62,-21504,5120,-26624,16.1,0.783,1.238,133.93,10.302,9.853,0.233,0.8,-0.412,1.412,-173.587,0.5
3533.64,391.046,-3730.286,768.0,9,51,0.15,0.85,60,-21504,4608,-26112,29.915,1.284,2.301,241.14,18.549,16.46,0.2,0.833,-0.316,1.316,-101.693,0.284
2744.998,343.46,-2932.364,768.0,15,63,0.192,0.808,78,-24576,7680,-32256,54.865,2.408,2.613,801.25,38.155,50.768,0.233,0.8,-0.412,1.412,-118.931,0.377
3577.276,256.0,-3803.429,768.0,9,52,0.148,0.852,61,-22016,4608,-26624,18.625,0.871,1.433,153.675,11.821,10.956,0.233,0.8,-0.412,1.412,-159.018,0.441
3897.904,381.622,-3876.571,853.333,10,53,0.159,0.841,63,-22016,5120,-27136,12.575,0.672,0.967,107.52,8.271,8.298,0.233,0.8,-0.412,1.412,-195.698,0.56
3257.719,253.374,-3392.0,731.429,10,53,0.159,0.841,63,-22016,5120,-27136,35.27,1.665,2.351,351.32,23.421,23.39,0.233,0.8,-0.412,1.412,-97.762,0.28
3347.023,426.492,-3392.0,950.857,13,53,0.197,0.803,66,-20480,6656,-27136,31.185,2.629,2.079,355.49,23.699,36.881,0.233,0.8,-0.412,1.412,-127.952,0.412
3670.285,381.622,-3803.429,853.333,10,52,0.161,0.839,62,-21504,5120,-26624,25.595,1.147,1.969,207.1,15.931,13.741,0.233,0.8,-0.412,1.412,-115.893,0.334
2346.837,160.906,-3225.6,568.889,10,63,0.137,0.863,73,-27136,5120,-32256,63.75,1.766,3.355,752.14,39.586,33.377,0.2,0.833,-0.316,1.316,-90.345,0.243
2310.249,241.359,-3174.4,682.667,12,62,0.162,0.838,74,-25600,6144,-31744,57.25,1.936,3.013,711.48,37.446,34.582,0.233,0.8,-0.412,1.412,-94.86,0.274
2902.588,335.644,-3498.667,791.273,17,82,0.172,0.828,99,-33280,8704,-41984,114.355,3.303,4.972,1730.465,75.238,67.049,0.267,0.767,-0.533,1.533,-55.905,0.166
3396.224,526.602,-3584.0,930.909,20,84,0.192,0.808,104,-32768,10240,-43008,89.865,3.25,3.907,1453.77,63.207,71.189,0.267,0.767,-0.533,1.533,-70.79,0.225
3145.13,358.325,-3392.0,877.714,12,53,0.185,0.815,65,-20992,6144,-27136,42.645,2.811,2.843,454.655,30.31,40.667,0.2,0.833,-0.316,1.316,-97.733,0.303
4194.374,356.337,-3584.0,704.0,11,63,0.149,0.851,74,-26624,5632,-32256,54.62,1.903,3.213,592.53,34.855,32.817,0.2,0.833,-0.316,1.316,-87.001,0.242
8346.104,278.759,-14853.689,581.034,101,2611,0.037,0.963,2712,-1285120,51712,-1336832,1297.915,1.673,7.251,127147.53,710.321,469.581,0.267,0.767,-0.533,1.533,-62.636,0.132
8720.124,310.497,-14917.034,581.818,100,2593,0.037,0.963,2693,-1276416,51200,-1327616,888.015,1.169,5.017,86233.81,487.197,313.607,0.3,0.733,-0.692,1.692,-89.263,0.188
7929.512,842.16,-15144.727,653.241,111,2603,0.041,0.959,2714,-1275904,56832,-1332736,809.53,0.926,4.626,76469.155,436.967,278.236,0.3,0.733,-0.692,1.692,-96.965,0.206
7784.263,470.913,-14997.573,599.273,103,2607,0.038,0.962,2710,-1282048,52736,-1334784,873.075,1.257,4.933,85319.97,482.034,338.668,0.267,0.767,-0.533,1.533,-92.382,0.195
8046.858,885.893,-14928.539,651.636,112,2595,0.041,0.959,2707,-1271296,57344,-1328640,1022.07,1.472,5.774,101353.77,572.62,387.836,0.333,0.7,-0.909,1.909,-76.574,0.163
8329.426,363.413,-14614.261,590.769,105,2626,0.038,0.962,2731,-1290752,53760,-1344512,806.68,1.143,4.408,81324.39,444.396,299.101,0.267,0.767,-0.533,1.533,-101.849,0.215
8119.94,611.025,-14491.826,624.527,111,2604,0.041,0.959,2715,-1276416,56832,-1333248,747.84,1.147,4.087,76414.365,417.565,310.151,0.267,0.767,-0.533,1.533,-111.606,0.237
7930.617,275.428,-14131.2,582.809,107,2622,0.039,0.961,2729,-1287680,54784,-1342464,3688.205,11.541,19.514,464283.19,2456.525,2286.217,0.267,0.767,-0.533,1.533,-22.731,0.048
8082.961,477.197,-14963.056,599.273,103,2601,0.038,0.962,2704,-1278976,52736,-1331712,893.735,1.011,5.049,84975.2,480.086,298.36,0.3,0.733,-0.692,1.692,-88.939,0.188
8083.698,928.579,-15014.831,651.636,112,2610,0.041,0.959,2722,-1278976,57344,-1336320,751.53,1.103,4.246,73742.025,416.622,297.842,0.267,0.767,-0.533,1.533,-106.493,0.227
9845.408,658.758,-14667.956,620.089,109,2607,0.04,0.96,2716,-1278976,55808,-1334784,1169.93,1.763,6.464,118593.86,655.215,481.657,0.3,0.733,-0.692,1.692,-70.943,0.151
11223.123,245.564,-14429.591,584.348,105,2621,0.039,0.961,2726,-1288192,53760,-1341952,1301.82,1.671,7.037,133320.67,720.652,475.696,0.3,0.733,-0.692,1.692,-63.649,0.135
8646.13,286.141,-14802.489,592.539,103,2602,0.038,0.962,2705,-1279488,52736,-1332224,1220.85,1.439,6.82,117502.59,656.439,434.871,0.3,0.733,-0.692,1.692,-67.234,0.142
7768.956,713.419,-14547.478,635.78,113,2614,0.041,0.959,2727,-1280512,57856,-1338368,1270.175,1.587,6.941,127655.36,697.57,467.43,0.267,0.767,-0.533,1.533,-64.919,0.138
7907.969,397.318,-14131.2,593.702,109,2622,0.04,0.96,2731,-1286656,55808,-1342464,3067.185,8.473,16.228,373451.27,1975.933,1817.331,0.3,0.733,-0.692,1.692,-28.171,0.06
8148.231,388.048,-14808.178,604.045,105,2603,0.039,0.961,2708,-1278976,53760,-1332736,1581.19,1.782,8.833,151701.185,847.493,544.992,0.3,0.733,-0.692,1.692,-51.606,0.109
8770.785,512.169,-15185.455,606.161,103,2610,0.038,0.962,2713,-1283584,52736,-1336320,1246.945,1.478,7.125,117199.05,669.709,429.253,0.3,0.733,-0.692,1.692,-63.801,0.135
8119.37,768.232,-14667.956,637.156,112,2607,0.041,0.959,2719,-1277440,57344,-1334784,1525.68,2.034,8.429,152604.485,843.119,590.192,0.3,0.733,-0.692,1.692,-54.314,0.116
11527.239,802.419,-15467.163,680.659,113,2598,0.042,0.958,2711,-1272320,57856,-1330176,863.095,1.222,5.047,80963.685,473.472,334.143,0.333,0.7,-0.909,1.909,-89.935,0.192
8725.781,881.738,-15020.584,645.818,111,2611,0.041,0.959,2722,-1280000,56832,-1336832,1197.375,1.691,6.765,117777.98,665.412,454.983,0.267,0.767,-0.533,1.533,-66.115,0.141
9029.396,913.702,-8574.163,932.923,379,3500,0.098,0.902,3879,-1597952,194048,-1792000,4869.385,8.962,11.677,1362705.665,3267.879,4147.186,0.267,0.767,-0.533,1.533,-45.708,0.111
8785.254,1318.997,-8862.897,1001.188,395,3514,0.101,0.899,3909,-1596928,202240,-1799168,5150.205,9.492,12.717,1426919.48,3523.258,4166.015,0.267,0.767,-0.533,1.533,-40.228,0.098
8490.766,1356.238,-8686.602,979.044,392,3495,0.101,0.899,3887,-1588736,200704,-1789440,3695.955,8.339,8.993,1056387.61,2570.286,3671.0,0.267,0.767,-0.533,1.533,-61.137,0.15
9058.67,1062.675,-7435.13,861.091,37,334,0.1,0.9,371,-152064,18944,-171008,348.015,4.264,7.734,10021.415,222.698,196.634,0.3,0.733,-0.692,1.692,-48.084,0.117
9335.322,1220.484,-8883.074,998.778,396,3522,0.101,0.899,3918,-1600512,202752,-1803264,3366.87,7.804,8.293,941028.455,2317.804,3406.982,0.3,0.733,-0.692,1.692,-64.466,0.158
8334.751,2622.199,-9719.018,1353.143,148,1082,0.12,0.88,1230,-478208,75776,-553984,2203.77,14.674,19.502,176540.11,1562.302,1621.632,0.267,0.767,-0.533,1.533,-16.596,0.043
8575.454,1119.124,-8925.266,972.283,376,3469,0.098,0.902,3845,-1583616,192512,-1776128,3661.74,8.629,9.224,1016598.8,2560.702,3652.299,0.333,0.7,-0.909,1.909,-60.027,0.146
9488.572,1034.268,-8767.694,984.615,400,3579,0.101,0.899,3979,-1627648,204800,-1832448,4547.825,7.947,10.906,1244878.02,2985.319,3741.999,0.267,0.767,-0.533,1.533,-46.923,0.115
8973.909,1871.365,-9257.584,1052.735,403,3562,0.102,0.898,3965,-1617408,206336,-1823744,3340.705,8.013,8.501,906770.91,2307.305,3379.906,0.3,0.733,-0.692,1.692,-64.215,0.157
8254.768,1839.651,-8809.412,1041.655,413,3510,0.105,0.895,3923,-1585664,211456,-1797120,3889.72,7.619,9.557,1070802.275,2630.964,3402.828,0.3,0.733,-0.692,1.692,-53.326,0.132
9013.595,1526.672,-8844.549,1011.389,401,3524,0.102,0.898,3925,-1598976,205312,-1804288,3251.625,8.365,7.989,952006.345,2339.082,3562.606,0.267,0.767,-0.533,1.533,-71.661,0.176
9861.258,1126.457,-8750.769,962.164,389,3555,0.099,0.901,3944,-1620992,199168,-1820160,2852.95,7.473,6.875,855271.675,2060.896,3236.408,0.267,0.767,-0.533,1.533,-85.515,0.208
8744.88,1306.985,-8568.114,997.181,409,3531,0.104,0.896,3940,-1598464,209408,-1807872,2927.53,7.112,6.954,866210.165,2057.506,3170.029,0.333,0.7,-0.909,1.909,-79.707,0.196
10079.872,1296.813,-9210.854,910.222,352,3580,0.09,0.91,3932,-1652736,180224,-1832960,3361.835,7.53,8.468,916846.825,2309.438,3223.863,0.3,0.733,-0.692,1.692,-64.772,0.154
9485.833,1633.31,-9308.41,1024.0,408,3727,0.099,0.901,4135,-1699328,208896,-1908224,4214.27,8.364,10.304,1176293.11,2876.022,3725.226,0.3,0.733,-0.692,1.692,-50.033,0.122
8415.876,1677.968,-8476.959,963.491,414,3659,0.102,0.898,4073,-1661440,211968,-1873408,5658.315,10.154,12.831,1720993.92,3902.481,4821.902,0.3,0.733,-0.692,1.692,-39.667,0.097
8918.125,1298.505,-8998.338,1021.515,411,3638,0.102,0.898,4049,-1652224,210432,-1862656,3684.51,7.458,8.921,1017384.865,2463.402,3388.015,0.333,0.7,-0.909,1.909,-57.6,0.141
8804.334,3346.754,-8352.914,1490.824,99,571,0.148,0.852,670,-241664,50688,-292352,1224.595,9.242,17.748,54171.935,785.101,691.378,0.3,0.733,-0.692,1.692,-16.999,0.047
9760.979,1373.187,-9157.12,895.357,348,3577,0.089,0.911,3925,-1653248,178176,-1831424,3295.51,8.638,8.259,957786.46,2400.467,3577.105,0.267,0.767,-0.533,1.533,-74.663,0.177
8410.561,1693.351,-8454.066,989.867,406,3484,0.104,0.896,3890,-1575936,207872,-1783808,3676.5,8.185,8.733,1078528.13,2561.825,3681.969,0.267,0.767,-0.533,1.533,-60.493,0.149
10178.301,1352.48,-14434.754,716.19,470,9501,0.047,0.953,9971,-4623872,240640,-4864512,3438.725,1.269,5.11,1313653.885,1951.937,1373.68,0.367,0.667,-1.222,2.222,-88.058,0.19
9405.497,1148.559,-14092.614,706.977,475,9496,0.048,0.952,9971,-4618752,243200,-4861952,4114.34,1.33,5.971,1589762.35,2307.347,1611.589,0.367,0.667,-1.222,2.222,-75.745,0.164
9719.896,548.699,-13810.946,653.091,449,9522,0.045,0.955,9971,-4645376,229888,-4875264,4016.65,1.886,5.697,1680429.765,2383.588,1857.814,0.4,0.633,-1.714,2.714,-77.604,0.167
8910.57,632.664,-13609.475,652.549,455,9516,0.046,0.954,9971,-4639232,232960,-4872192,2993.84,1.224,4.187,1245646.4,1742.163,1302.694,0.367,0.667,-1.222,2.222,-106.769,0.229
9552.21,1163.614,-13747.127,714.182,491,9478,0.049,0.951,9969,-4601344,251392,-4852736,9541.515,6.318,13.534,4262128.585,6045.572,5055.738,0.333,0.7,-0.909,1.909,-31.533,0.068
9730.978,677.946,-14002.023,671.354,455,9517,0.046,0.954,9972,-4639744,232960,-4872704,4399.425,1.513,6.33,1729892.04,2489.053,1778.039,0.333,0.7,-0.909,1.909,-71.406,0.153
9650.276,658.055,-14278.944,692.706,460,9510,0.046,0.954,9970,-4633600,235520,-4869120,5050.475,1.972,7.416,1973019.3,2897.238,2136.634,0.4,0.633,-1.714,2.714,-60.299,0.13
9756.104,717.793,-14002.023,669.879,454,9517,0.046,0.954,9971,-4640256,232448,-4872704,3867.405,1.286,5.565,1514126.525,2178.599,1529.28,0.367,0.667,-1.222,2.222,-81.247,0.175
9075.683,1394.279,-14147.918,736.561,492,9478,0.049,0.951,9970,-4600832,251904,-4852736,4343.365,1.787,6.341,1723350.025,2515.839,1879.157,0.4,0.633,-1.714,2.714,-71.658,0.155
9856.533,1259.623,-13972.598,697.914,473,9497,0.047,0.953,9970,-4620288,242176,-4862464,4697.075,1.255,6.758,1792977.88,2579.824,1752.461,0.367,0.667,-1.222,2.222,-67.426,0.145
9936.21,735.253,-14250.667,680.164,453,9519,0.045,0.955,9972,-4641792,231936,-4873728,3148.77,1.11,4.61,1217021.89,1781.877,1271.901,0.333,0.7,-0.909,1.909,-97.579,0.21
9030.414,879.898,-13738.667,683.15,471,9499,0.047,0.953,9970,-4622336,241152,-4863488,5022.745,1.316,7.104,1949962.69,2758.08,1865.428,0.333,0.7,-0.909,1.909,-63.873,0.138
9429.231,662.118,-14170.791,671.72,450,9521,0.045,0.955,9971,-4644352,230400,-4874752,4762.14,1.526,6.932,1830808.07,2664.932,1881.369,0.333,0.7,-0.909,1.909,-65.297,0.14
9942.848,673.444,-14277.443,695.718,462,9509,0.046,0.954,9971,-4632064,236544,-4868608,3730.94,1.922,5.479,1522288.175,2235.372,1768.151,0.367,0.667,-1.222,2.222,-81.15,0.175
8676.447,965.177,-13684.101,698.576,483,9488,0.048,0.952,9971,-4610560,247296,-4857856,5085.965,2.471,7.173,2154767.345,3039.164,2329.458,0.333,0.7,-0.909,1.909,-60.462,0.131
9705.682,1021.469,-14073.322,721.86,485,9483,0.049,0.951,9968,-4606976,248320,-4855296,6786.98,2.611,9.85,2673868.455,3880.796,2755.723,0.367,0.667,-1.222,2.222,-45.227,0.098
9608.403,903.144,-13495.329,729.061,440,8171,0.051,0.949,8611,-3958272,225280,-4183552,13044.555,11.878,21.074,5331872.34,8613.687,8008.955,0.367,0.667,-1.222,2.222,-20.179,0.044
9296.471,577.382,-13880.889,664.137,454,9516,0.046,0.954,9970,-4639744,232448,-4872192,13971.86,10.582,19.931,6382035.44,9104.188,8189.728,0.367,0.667,-1.222,2.222,-21.347,0.046
9860.768,1037.446,-14098.551,702.512,472,9500,0.047,0.953,9972,-4622336,241664,-4864000,4548.905,1.23,6.602,1715704.27,2490.137,1692.434,0.367,0.667,-1.222,2.222,-68.556,0.148
9884.708,1259.82,-13556.559,702.745,490,9479,0.049,0.951,9969,-4602368,250880,-4853248,6521.95,1.728,9.122,2563473.77,3585.278,2453.532,0.333,0.7,-0.909,1.909,-49.328,0.107
8185.477,1374.226,-7462.188,1004.089,353,2638,0.118,0.882,2991,-1169920,180736,-1350656,2958.715,8.065,8.196,753145.05,2086.274,3082.571,0.3,0.733,-0.692,1.692,-63.641,0.163
7592.278,1375.695,-7941.953,1050.947,351,2668,0.116,0.884,3019,-1186304,179712,-1366016,4305.82,11.209,12.553,1053770.65,3072.218,4033.609,0.3,0.733,-0.692,1.692,-42.12,0.107
7766.672,1224.673,-8956.343,1020.343,279,2449,0.102,0.898,2728,-1111040,142848,-1253888,2086.885,5.23,7.453,376047.33,1343.026,1666.951,0.3,0.733,-0.692,1.692,-62.752,0.154
8392.12,1366.117,-8387.491,1086.439,348,2703,0.114,0.886,3051,-1205760,178176,-1383936,3036.805,9.082,9.23,726187.68,2207.257,3091.489,0.333,0.7,-0.909,1.909,-60.316,0.153
8674.241,1299.477,-8160.199,985.839,310,2566,0.108,0.892,2876,-1155072,158720,-1313792,3728.425,7.698,11.579,814803.265,2530.445,2675.662,0.3,0.733,-0.692,1.692,-42.088,0.105
8428.011,1205.331,-7596.901,1021.305,379,2834,0.118,0.882,3213,-1256960,194048,-1451008,4016.2,9.995,10.541,1098337.41,2882.775,3986.552,0.3,0.733,-0.692,1.692,-49.907,0.128
8558.706,1212.171,-8248.889,1081.224,359,2755,0.115,0.885,3114,-1226752,183808,-1410560,3447.585,8.657,10.11,818442.37,2400.124,3165.996,0.3,0.733,-0.692,1.692,-51.562,0.131
8523.788,1108.087,-7944.93,1032.982,345,2669,0.114,0.886,3014,-1189888,176640,-1366528,3502.65,9.319,10.212,838633.565,2444.996,3414.095,0.3,0.733,-0.692,1.692,-52.576,0.133
8879.544,1282.318,-7793.455,1067.886,365,2679,0.12,0.88,3044,-1184768,186880,-1371648,3746.955,9.787,10.675,935913.83,2666.421,3619.434,0.3,0.733,-0.692,1.692,-50.834,0.131
8417.251,1477.251,-7436.872,1006.742,350,2600,0.119,0.881,2950,-1152000,179200,-1331200,2939.65,8.736,8.234,768934.33,2153.878,3224.683,0.3,0.733,-0.692,1.692,-67.478,0.173
7451.078,830.009,-7401.495,944.796,334,2631,0.113,0.887,2965,-1176064,171008,-1347072,3141.075,7.542,8.653,784495.54,2161.145,2958.155,0.3,0.733,-0.692,1.692,-58.349,0.147
8368.893,945.374,-7917.198,1061.818,365,2737,0.118,0.882,3102,-1214464,186880,-1401344,3001.27,9.195,8.502,783631.74,2219.92,3334.889,0.3,0.733,-0.692,1.692,-67.865,0.173
8028.496,1274.978,-7710.443,1026.783,369,2786,0.117,0.883,3155,-1237504,188928,-1426432,3298.535,7.395,8.939,817213.31,2214.67,2998.111,0.3,0.733,-0.692,1.692,-54.266,0.138
8388.97,1927.675,-10036.603,1095.111,154,1431,0.097,0.903,1585,-653824,78848,-732672,742.325,1.829,5.119,63980.4,441.244,337.808,0.3,0.733,-0.692,1.692,-74.704,0.181
8587.066,1154.194,-7591.822,1001.117,350,2669,0.116,0.884,3019,-1187328,179200,-1366528,4405.33,10.505,12.271,1104628.07,3076.958,4035.952,0.333,0.7,-0.909,1.909,-43.869,0.112
7977.107,1217.842,-7197.487,986.274,366,2685,0.12,0.88,3051,-1187328,187392,-1374720,4701.63,10.094,12.34,1232797.075,3235.688,4170.105,0.333,0.7,-0.909,1.909,-41.433,0.106
8244.682,1234.491,-8052.093,1077.895,360,2705,0.117,0.883,3065,-1200640,184320,-1384960,3723.63,10.377,10.856,918423.23,2677.619,3722.385,0.3,0.733,-0.692,1.692,-49.231,0.126
8058.532,1072.976,-7924.093,1021.006,341,2662,0.114,0.886,3003,-1188352,174592,-1362944,2895.215,8.164,8.441,702286.015,2047.481,2961.468,0.3,0.733,-0.692,1.692,-62.639,0.158
7573.608,1180.045,-7233.016,966.809,355,2670,0.117,0.883,3025,-1185280,181760,-1367040,4846.975,9.056,12.857,1216901.565,3227.856,3811.926,0.3,0.733,-0.692,1.692,-37.157,0.095
8421.991,1189.736,-7633.978,980.61,339,2654,0.113,0.887,2993,-1185280,173568,-1358848,2863.975,7.898,8.068,721825.045,2033.31,2958.786,0.3,0.733,-0.692,1.692,-66.089,0.167
8375.852,1143.008,-8148.697,1006.08,393,3199,0.109,0.891,3592,-1436672,201216,-1637888,3469.3,8.485,8.652,983904.73,2453.628,3598.312,0.3,0.733,-0.692,1.692,-62.865,0.157
9659.13,868.522,-8723.373,952.043,344,3152,0.098,0.902,3496,-1437696,176128,-1613824,2604.685,5.711,7.04,658984.21,1781.038,2299.978,0.333,0.7,-0.909,1.909,-75.345,0.183
8570.441,1719.886,-8551.204,1107.537,411,3190,0.114,0.886,3601,-1422848,210432,-1633280,3072.265,8.024,8.064,825009.205,2165.378,3238.518,0.3,0.733,-0.692,1.692,-65.303,0.165
9568.178,1750.826,-8480.0,1082.974,404,3180,0.113,0.887,3584,-1421312,206848,-1628160,2619.345,7.772,6.839,729587.02,1904.927,3087.536,0.3,0.733,-0.692,1.692,-85.698,0.216
8675.781,826.971,-8027.248,911.92,358,3167,0.102,0.898,3525,-1438208,183296,-1621504,4304.94,9.928,10.682,1230778.865,3054.042,4230.557,0.3,0.733,-0.692,1.692,-52.92,0.13
8398.102,1530.773,-8385.939,1016.203,391,3243,0.108,0.892,3634,-1460224,200192,-1660416,4755.42,8.815,12.039,1272943.105,3222.641,3810.628,0.3,0.733,-0.692,1.692,-41.318,0.103
9136.191,946.053,-8557.333,989.152,369,3209,0.103,0.897,3578,-1454080,188928,-1643008,3420.59,9.001,8.931,947716.945,2474.457,3595.979,0.3,0.733,-0.692,1.692,-63.888,0.157
8314.635,1381.206,-7718.46,961.208,398,3211,0.11,0.89,3609,-1440256,203776,-1644032,4185.25,9.897,9.848,1276161.215,3002.732,4411.561,0.3,0.733,-0.692,1.692,-54.188,0.136
8465.852,1624.471,-9237.59,1020.897,329,2995,0.099,0.901,3324,-1364992,168448,-1533440,7898.635,14.264,23.863,1748904.415,5283.699,5001.994,0.3,0.733,-0.692,1.692,-18.671,0.045
8649.307,1637.747,-8316.041,1042.57,393,3151,0.111,0.889,3544,-1412096,201216,-1613312,3043.91,8.017,7.865,842833.02,2177.863,3258.675,0.3,0.733,-0.692,1.692,-69.528,0.174
9321.489,1450.452,-8341.98,1060.386,408,3226,0.112,0.888,3634,-1442816,208896,-1651712,2457.82,7.786,6.222,738044.605,1868.467,3124.908,0.333,0.7,-0.909,1.909,-98.126,0.247
9642.58,1381.289,-7983.223,974.049,390,3212,0.108,0.892,3602,-1444864,199680,-1644544,3568.975,8.677,8.684,1042350.94,2536.134,3763.608,0.3,0.733,-0.692,1.692,-63.522,0.158
8290.945,1269.707,-8119.96,1003.313,388,3156,0.109,0.891,3544,-1417216,198656,-1615872,4002.8,9.176,10.083,1108964.275,2793.361,3898.711,0.3,0.733,-0.692,1.692,-53.264,0.133
7760.543,1406.236,-7975.385,999.266,404,3240,0.111,0.889,3644,-1452032,206848,-1658880,2910.725,7.356,7.014,857809.21,2067.01,3215.855,0.3,0.733,-0.692,1.692,-74.081,0.186
9245.879,1318.446,-8289.769,1031.758,399,3222,0.11,0.89,3621,-1445376,204288,-1649664,3114.12,7.955,7.844,899875.96,2266.69,3276.492,0.3,0.733,-0.692,1.692,-72.35,0.181
8899.663,1048.87,-8237.176,960.946,381,3282,0.104,0.896,3663,-1485312,195072,-1680384,4189.485,7.728,10.294,1125003.54,2764.136,3516.655,0.3,0.733,-0.692,1.692,-48.141,0.119
9064.982,1109.88,-8073.458,975.842,385,3201,0.107,0.893,3586,-1441792,197120,-1638912,4516.68,7.93,11.152,1185808.58,2927.922,3645.476,0.3,0.733,-0.692,1.692,-43.824,0.109
8547.163,1426.891,-8712.214,1068.043,388,3182,0.109,0.891,3570,-1430528,198656,-1629184,3063.21,8.929,8.212,838421.26,2247.778,3441.582,0.3,0.733,-0.692,1.692,-70.736,0.177
8604.202,1207.838,-8077.941,1001.075,393,3187,0.11,0.89,3580,-1430528,201216,-1631744,3572.155,8.001,8.864,992609.74,2463.051,3474.073,0.3,0.733,-0.692,1.692,-58.685,0.147
8794.276,1570.435,-8545.462,1029.224,394,3288,0.107,0.893,3682,-1481728,201728,-1683456,4879.665,9.006,12.416,1278591.68,3253.414,3957.327,0.3,0.733,-0.692,1.692,-40.714,0.101
9229.364,1061.848,-14283.429,741.596,323,6249,0.049,0.951,6572,-3034112,165376,-3199488,3706.46,1.851,8.292,928541.83,2077.275,1466.315,0.3,0.733,-0.692,1.692,-54.659,0.118
9829.166,1223.115,-13899.034,763.586,346,6298,0.052,0.948,6644,-3047424,177152,-3224576,5964.02,5.963,12.853,1715906.865,3698.075,2929.519,0.3,0.733,-0.692,1.692,-34.467,0.075
9456.104,789.756,-13999.158,694.696,308,6234,0.047,0.953,6542,-3034112,157696,-3191808,2141.125,1.703,4.706,585854.655,1287.593,1034.998,0.3,0.733,-0.692,1.692,-96.098,0.207
9905.801,1384.762,-13934.823,769.108,347,6287,0.052,0.948,6634,-3041280,177664,-3218944,2663.345,1.566,5.765,705160.535,1526.322,1113.961,0.3,0.733,-0.692,1.692,-78.484,0.171
10036.64,786.681,-14635.251,722.411,309,6260,0.047,0.953,6569,-3046912,158208,-3205120,2176.705,1.016,4.97,523233.77,1194.598,818.919,0.3,0.733,-0.692,1.692,-92.679,0.2
10263.63,1026.843,-14301.714,708.571,310,6257,0.047,0.953,6567,-3044864,158720,-3203584,2243.47,1.571,5.008,588726.965,1314.123,981.093,0.3,0.733,-0.692,1.692,-90.178,0.194
10452.034,799.104,-13739.747,685.559,316,6360,0.047,0.953,6676,-3094528,161792,-3256320,2357.55,1.144,4.984,621864.125,1314.723,913.977,0.3,0.733,-0.692,1.692,-91.159,0.197
10404.574,804.626,-13785.277,702.11,325,6408,0.048,0.952,6733,-3114496,166400,-3280896,3149.085,1.301,6.63,814653.29,1715.06,1129.153,0.3,0.733,-0.692,1.692,-68.404,0.148
9859.275,696.947,-13941.472,690.087,310,6290,0.047,0.953,6600,-3061760,158720,-3220480,1710.935,1.083,3.711,456219.27,989.63,761.62,0.3,0.733,-0.692,1.692,-122.441,0.264
10090.305,1580.698,-12761.358,921.6,189,2642,0.067,0.933,2831,-1255936,96768,-1352704,1595.325,10.839,7.561,240447.87,1139.563,2339.263,0.3,0.733,-0.692,1.692,-53.976,0.122
9336.245,600.651,-13949.754,669.885,297,6212,0.046,0.954,6509,-3028480,152064,-3180544,9257.425,11.445,20.346,2774073.98,6096.866,5245.496,0.3,0.733,-0.692,1.692,-20.97,0.045
